q6_rad,position_residual_m,pointing_residual,roll_angle_error_rad,roll_axis_misalignment
4.0317105721069009e+00,3.6103411373994400e-02,3.5863202885451373e-01,1.2340718437108489e-02,2.7817470109656228e-01
4.0491638646268449e+00,3.5951761851966649e-02,3.5712562340168152e-01,1.0532422222338855e-02,2.7817470109656234e-01
4.0666171571467880e+00,3.5797374464080989e-02,3.5559202144995927e-01,8.7320308244134281e-03,2.7817470109656234e-01
4.0840704496667311e+00,3.5640260967534705e-02,3.5403133978907320e-01,6.9410159514196046e-03,2.7817470109656234e-01
4.1015237421866741e+00,3.5480433327128857e-02,3.5244369727097397e-01,5.1608348502862889e-03,2.7817470109656234e-01
4.1189770347066181e+00,3.5317903714357064e-02,3.5082921480078633e-01,3.3929281119409183e-03,2.7817470109656234e-01
4.1364303272265612e+00,3.5152684506478592e-02,3.4918801532760119e-01,1.6387175246537211e-03,2.7817470109656234e-01
4.1538836197465043e+00,3.4984788285575809e-02,3.4752022383511239e-01,1.0039601858169434e-04,2.7817470109656228e-01
4.1713369122664474e+00,3.4814227837595968e-02,3.4582596733209930e-01,1.8230345530532155e-03,2.7817470109656234e-01
4.1887902047863905e+00,3.4641016151377539e-02,3.4410537484275422e-01,3.5278450104727632e-03,2.7817470109656234e-01
4.2062434973063345e+00,3.4465166417661008e-02,3.4235857739685671e-01,5.2135011173244372e-03,2.7817470109656228e-01
4.2236967898262776e+00,3.4286692028084473e-02,3.4058570801979532e-01,6.8787052188503672e-03,2.7817470109656234e-01
4.2411500823462207e+00,3.4105606574163679e-02,3.3878690172243703e-01,8.5221900244811799e-03,2.7817470109656234e-01
4.2586033748661638e+00,3.3921923846257036e-02,3.3696229549084578e-01,1.0142720270897687e-02,2.7817470109656228e-01
4.2760566673861078e+00,3.3735657832515420e-02,3.3511202827585024e-01,1.1739094299313635e-02,2.7817470109656228e-01
4.2935099599060509e+00,3.3546822717816949e-02,3.3323624098246263e-01,1.3310145543985463e-02,2.7817470109656228e-01
4.3109632524259940e+00,3.3355432882686706e-02,3.3133507645914761e-01,1.4854743929352487e-02,2.7817470109656234e-01
4.3284165449459371e+00,3.3161502902201649e-02,3.2940867948694436e-01,1.6371797173642122e-02,2.7817470109656234e-01
4.3458698374658802e+00,3.2965047544880617e-02,3.2745719676844054e-01,1.7860251997191767e-02,2.7817470109656228e-01
4.3633231299858242e+00,3.2766081771559638e-02,3.2548077691660066e-01,1.9319095234135997e-02,2.7817470109656228e-01
4.3807764225057673e+00,3.2564620734252751e-02,3.2347957044344866e-01,2.0747354846541555e-02,2.7817470109656228e-01
4.3982297150257104e+00,3.2360679774997882e-02,3.2145372974860520e-01,2.2144100840449710e-02,2.7817470109656228e-01
4.4156830075456535e+00,3.2154274424688677e-02,3.1940340910768278e-01,2.3508446083688739e-02,2.7817470109656228e-01
4.4331363000655974e+00,3.1945420401891696e-02,3.1732876466053611e-01,2.4839547025691466e-02,2.7817470109656228e-01
4.4505895925855405e+00,3.1734133611649389e-02,3.1522995439937235e-01,2.6136604319917822e-02,2.7817470109656228e-01
4.4680428851054836e+00,3.1520430144268849e-02,3.1310713815671865e-01,2.7398863349817670e-02,2.7817470109656228e-01
4.4854961776254267e+00,3.1304326274096544e-02,3.1096047759325079e-01,2.8625614659613330e-02,2.7817470109656234e-01
4.5029494701453698e+00,3.1085838458278822e-02,3.0879013618548173e-01,2.9816194291472975e-02,2.7817470109656228e-01
4.5204027626653138e+00,3.0864983335508779e-02,3.0659627921331245e-01,3.0969984030940978e-02,2.7817470109656228e-01
4.5378560551852569e+00,3.0641777724759095e-02,3.0437907374744538e-01,3.2086411562759043e-02,2.7817470109656228e-01
4.5553093477052000e+00,3.0416238624001227e-02,3.0213868863666093e-01,3.3164950539443794e-02,2.7817470109656228e-01
4.5727626402251431e+00,3.0188383208910874e-02,2.9987529449495942e-01,3.4205120565220515e-02,2.7817470109656228e-01
4.5902159327450871e+00,2.9958228831560060e-02,2.9758906368856747e-01,3.5206487098105477e-02,2.7817470109656228e-01
4.6076692252650302e+00,2.9725793019095746e-02,2.9528017032281295e-01,3.6168661273091818e-02,2.7817470109656228e-01
4.6251225177849733e+00,2.9491093472404941e-02,2.9294879022886455e-01,3.7091299649567588e-02,2.7817470109656228e-01
4.6425758103049164e+00,2.9254148064766811e-02,2.9059510095034302e-01,3.7974103886202037e-02,2.7817470109656228e-01
4.6600291028248595e+00,2.9014974840491491e-02,2.8821928172979938e-01,3.8816820346659675e-02,2.7817470109656228e-01
4.6774823953448035e+00,2.8773592013546023e-02,2.8582151349506552e-01,3.9619239639565151e-02,2.7817470109656228e-01
4.6949356878647466e+00,2.8530017966167255e-02,2.8340197884547619e-01,4.0381196096229477e-02,2.7817470109656228e-01
4.7123889803846897e+00,2.8284271247461888e-02,2.8096086203796239e-01,4.1102567189676975e-02,2.7817470109656228e-01
4.7298422729046328e+00,2.8036370571994023e-02,2.7849834897302017e-01,4.1783272898537227e-02,2.7817470109656228e-01
4.7472955654245768e+00,2.7786334818359876e-02,2.7601462718055342e-01,4.2423275019373374e-02,2.7817470109656228e-01
4.7647488579445199e+00,2.7534183027750146e-02,2.7350988580559282e-01,4.3022576431013704e-02,2.7817470109656228e-01
4.7822021504644630e+00,2.7279934402499935e-02,2.7098431559389158e-01,4.3581220314415248e-02,2.7817470109656234e-01
4.7996554429844061e+00,2.7023608304626402e-02,2.6843810887739938e-01,4.4099289331549052e-02,2.7817470109656228e-01
4.8171087355043491e+00,2.6765224254354323e-02,2.6587145955961589e-01,4.4576904766751468e-02,2.7817470109656228e-01
4.8345620280242931e+00,2.6504801928629473e-02,2.6328456310082343e-01,4.5014225633900118e-02,2.7817470109656228e-01
4.8520153205442362e+00,2.6242361159620288e-02,2.6067761650320348e-01,4.5411447752703893e-02,2.7817470109656228e-01
4.8694686130641793e+00,2.5977921933207332e-02,2.5805081829583237e-01,4.5768802797308439e-02,2.7817470109656228e-01
4.8869219055841224e+00,2.5711504387461569e-02,2.5540436851956361e-01,4.6086557320309751e-02,2.7817470109656228e-01
4.9043751981040664e+00,2.5443128811110553e-02,2.5273846871179373e-01,4.6365011755187258e-02,2.7817470109656228e-01
4.9218284906240095e+00,2.5172815641993480e-02,2.5005332189111484e-01,4.6604499400003441e-02,2.7817470109656234e-01
4.9392817831439526e+00,2.4900585465504770e-02,2.4734913254185317e-01,4.6805385385162879e-02,2.7817470109656228e-01
4.9567350756638957e+00,2.4626459013026330e-02,2.4462610659849729e-01,4.6968065627866373e-02,2.7817470109656228e-01
4.9741883681838388e+00,2.4350457160348813e-02,2.4188445143001547e-01,4.7092965775753282e-02,2.7817470109656234e-01
4.9916416607037828e+00,2.4072600926081916e-02,2.3912437582406337e-01,4.7180540142129246e-02,2.7817470109656228e-01
5.0090949532237259e+00,2.3792911470053635e-02,2.3634608997108475e-01,4.7231270635047728e-02,2.7817470109656228e-01
5.0265482457436690e+00,2.3511410091698919e-02,2.3354980544830375e-01,4.7245665682346782e-02,2.7817470109656228e-01
5.0440015382636121e+00,2.3228118228437577e-02,2.3073573520361304e-01,4.7224259154631909e-02,2.7817470109656228e-01
5.0614548307835561e+00,2.2943057454041821e-02,2.2790409353935664e-01,4.7167609288090162e-02,2.7817470109656234e-01
5.0789081233034992e+00,2.2656249476993299e-02,2.2505509609601085e-01,4.7076297608855455e-02,2.7817470109656228e-01
5.0963614158234423e+00,2.2367716138829864e-02,2.2218895983576109e-01,4.6950927860502034e-02,2.7817470109656228e-01
5.1138147083433854e+00,2.2077479412482330e-02,2.1930590302598033e-01,4.6792124936203994e-02,2.7817470109656228e-01
5.1312680008633285e+00,2.1785561400601072e-02,2.1640614522260679e-01,4.6600533816872236e-02,2.7817470109656228e-01
5.1487212933832724e+00,2.1491984333872931e-02,2.1348990725342390e-01,4.6376818516527418e-02,2.7817470109656228e-01
5.1661745859032155e+00,2.1196770569328192e-02,2.1055741120124410e-01,4.6121661036016448e-02,2.7817470109656234e-01
5.1836278784231586e+00,2.0899942588637942e-02,2.0760888038699513e-01,4.5835760326133013e-02,2.7817470109656234e-01
5.2010811709431017e+00,2.0601522996402156e-02,2.0464453935271423e-01,4.5519831260985910e-02,2.7817470109656228e-01
5.2185344634630457e+00,2.0301534518428140e-02,2.0166461384444792e-01,4.5174603622462506e-02,2.7817470109656228e-01
5.2359877559829888e+00,1.9999999999999980e-02,1.9866933079506119e-01,4.4800821096490751e-02,2.7817470109656228e-01
5.2534410485029319e+00,1.9696942404138679e-02,1.9565891830695484e-01,4.4399240281707719e-02,2.7817470109656234e-01
5.2708943410228750e+00,1.9392384809853478e-02,1.9263360563469514e-01,4.3970629711051590e-02,2.7817470109656228e-01
5.2883476335428181e+00,1.9086350410384333e-02,1.8959362316755501e-01,4.3515768886750905e-02,2.7817470109656228e-01
5.3058009260627621e+00,1.8778862511435623e-02,1.8653920241196892e-01,4.3035447329060617e-02,2.7817470109656228e-01
5.3232542185827052e+00,1.8469944529401344e-02,1.8347057597390348e-01,4.2530463639033123e-02,2.7817470109656234e-01
5.3407075111026483e+00,1.8159619989581880e-02,1.8038797754114239e-01,4.2001624575565444e-02,2.7817470109656234e-01
5.3581608036225914e+00,1.7847912524392360e-02,1.7729164186549110e-01,4.1449744146897505e-02,2.7817470109656234e-01
5.3756140961425354e+00,1.7534845871563082e-02,1.7418180474489908e-01,4.0875642716641902e-02,2.7817470109656234e-01
5.3930673886624785e+00,1.7220443872331796e-02,1.7105870300550358e-01,4.0280146124412664e-02,2.7817470109656228e-01
5.4105206811824216e+00,1.6904730469627979e-02,1.6792257448359357e-01,3.9664084821089851e-02,2.7817470109656228e-01
5.4279739737023647e+00,1.6587729706249565e-02,1.6477365800749796e-01,3.9028293018636084e-02,2.7817470109656234e-01
5.4454272662223078e+00,1.6269465723032017e-02,1.6161219337939789e-01,3.8373607854422787e-02,2.7817470109656234e-01
5.4628805587422518e+00,1.5949962757009842e-02,1.5843842135706476e-01,3.7700868569960910e-02,2.7817470109656228e-01
5.4803338512621949e+00,1.5629245139570942e-02,1.5525258363552621e-01,3.7010915703898473e-02,2.7817470109656234e-01
5.4977871437821380e+00,1.5307337294603589e-02,1.5205492282865896e-01,3.6304590299094386e-02,2.7817470109656228e-01
5.5152404363020811e+00,1.4984263736636489e-02,1.4884568245071372e-01,3.5582733123639798e-02,2.7817470109656228e-01
5.5326937288220250e+00,1.4660049068971878e-02,1.4562510689777025e-01,3.4846183905592021e-02,2.7817470109656228e-01
5.5501470213419681e+00,1.4334717981812000e-02,1.4239344142912611e-01,3.4095780581210544e-02,2.7817470109656234e-01
5.5676003138619112e+00,1.4008295250378690e-02,1.3915093214861854e-01,3.3332358556487751e-02,2.7817470109656228e-01
5.5850536063818543e+00,1.3680805733026749e-02,1.3589782598588313e-01,3.2556749981748290e-02,2.7817470109656228e-01
5.6025068989017974e+00,1.3352274369350835e-02,1.3263437067754905e-01,3.1769783039072408e-02,2.7817470109656228e-01
5.6199601914217414e+00,1.3022726178286261e-02,1.2936081474837285e-01,3.0972281242315880e-02,2.7817470109656234e-01
5.6374134839416845e+00,1.2692186256203686e-02,1.2607740749231297e-01,3.0165062749530680e-02,2.7817470109656228e-01
5.6548667764616276e+00,1.2360679774997899e-02,1.2278439895354405e-01,2.9348939687529274e-02,2.7817470109656228e-01
5.6723200689815707e+00,1.2028231980170927e-02,1.1948203990741568e-01,2.8524717488397577e-02,2.7817470109656228e-01
5.6897733615015147e+00,1.1694868188909455e-02,1.1617058184135463e-01,2.7693194237776719e-02,2.7817470109656228e-01
5.7072266540214578e+00,1.1360613788156894e-02,1.1285027693571385e-01,2.6855160034713776e-02,2.7817470109656234e-01
5.7246799465414009e+00,1.1025494232679966e-02,1.0952137804456681e-01,2.6011396362904726e-02,2.7817470109656228e-01
5.7421332390613440e+00,1.0689535043130272e-02,1.0618413867645243e-01,2.5162675473216378e-02,2.7817470109656228e-01
5.7595865315812871e+00,1.0352761804100843e-02,1.0283881297506922e-01,2.4309759777339401e-02,2.7817470109656228e-01
5.7770398241012311e+00,1.0015200162177652e-02,9.9485655699921155e-02,2.3453401252470751e-02,2.7817470109656234e-01
5.7944931166211742e+00,9.6768758239867050e-03,9.6124922206917304e-02,2.2594340856942008e-02,2.7817470109656228e-01
5.8119464091411173e+00,9.3378145542362193e-03,9.2756868428924638e-02,2.1733307956778969e-02,2.7817470109656234e-01
5.8293997016610604e+00,8.9980421737546005e-03,8.9381750856278294e-02,2.0871019763114340e-02,2.7817470109656234e-01
5.8468529941810043e+00,8.6575845575241062e-03,8.5999826517248551e-02,2.0008180780490381e-02,2.7817470109656234e-01
5.8643062867009474e+00,8.3164676327103729e-03,8.2611352958467832e-02,1.9145482266092806e-02,2.7817470109656234e-01
5.8817595792208905e+00,7.9747173766878902e-03,7.9216588225316464e-02,1.8283601699959906e-02,2.7817470109656234e-01
5.8992128717408336e+00,7.6323598150617906e-03,7.5815790842272232e-02,1.7423202266269477e-02,2.7817470109656234e-01
5.9166661642607767e+00,7.2894210196859039e-03,7.2409219793222609e-02,1.6564932345850103e-02,2.7817470109656234e-01
5.9341194567807207e+00,6.9459271066772106e-03,6.8997134501741872e-02,1.5709425020067336e-02,2.7817470109656234e-01
5.9515727493006638e+00,6.6019042344271023e-03,6.5579794811335718e-02,1.4857297586269080e-02,2.7817470109656234e-01
5.9690260418206069e+00,6.2573786016092443e-03,6.2157460965652181e-02,1.4009151085041971e-02,2.7817470109656234e-01
5.9864793343405500e+00,5.9123764451844254e-03,5.8730393588663714e-02,1.3165569839538094e-02,2.7817470109656234e-01
6.0039326268604940e+00,5.5669240384026101e-03,5.5298853664819347e-02,1.2327121007152719e-02,2.7817470109656234e-01
6.0213859193804371e+00,5.2210476888020609e-03,5.1863102519170326e-02,1.1494354143886554e-02,2.7817470109656234e-01
6.0388392119003802e+00,4.8747737362059007e-03,4.8423401797468346e-02,1.0667800781786863e-02,2.7817470109656234e-01
6.0562925044203233e+00,4.5281285507162714e-03,4.4980013446240641e-02,9.8479740198080812e-03,2.7817470109656228e-01
6.0737457969402664e+00,4.1811385307061397e-03,4.1533199692841812e-02,9.0353681285533227e-03,2.7817470109656234e-01
6.0911990894602104e+00,3.8338301008089487e-03,3.8083223025483878e-02,8.2304581693426471e-03,2.7817470109656234e-01
6.1086523819801535e+00,3.4862297099063281e-03,3.4630346173247527e-02,7.4336996281023637e-03,2.7817470109656228e-01
6.1261056745000966e+00,3.1383638291138018e-03,3.1174832086073252e-02,6.6455280645456583e-03,2.7817470109656234e-01
6.1435589670200397e+00,2.7902589497650239e-03,2.7716943914737353e-02,5.8663587772413983e-03,2.7817470109656239e-01
6.1610122595399837e+00,2.4419415813942617e-03,2.4256944990811657e-02,5.0965864850907039e-03,2.7817470109656234e-01
6.1784655520599268e+00,2.0934382497177577e-03,2.0795098806610506e-02,4.3365850258014760e-03,2.7817470109656234e-01
6.1959188445798699e+00,1.7447754946134436e-03,1.7331668995123731e-02,3.5867070719719507e-03,2.7817470109656245e-01
6.2133721370998130e+00,1.3959798681000503e-03,1.3866919309940695e-02,2.8472838654121091e-03,2.7817470109656234e-01
6.2308254296197561e+00,1.0470779323149379e-03,1.0401113605164245e-02,2.1186249703175619e-03,2.7817470109656217e-01
6.2482787221397000e+00,6.9809625749133516e-04,6.9345158153170383e-03,1.4010180459589350e-03,2.7817470109656245e-01
6.2657320146596431e+00,3.4906141993495867e-04,3.4673899352426008e-03,6.9472863955777342e-04,2.7817470109656250e-01
6.2831853071795862e+00,0.0000000000000000e+00,4.8659952009383683e-17,4.4408920985006262e-16,0.0000000000000000e+00
